library_id,scenario_hash,canonical_sample_id,aliases,generators,target_risk_levels,observed_risk_level,risk_score_mean,risk_score_std,collision_observed,verification_level,verification_basis,evidence_granularity,carla_versions,accepted_run_count,expected_run_count,quality_tier,quality_status,executability_score,evidence_completeness_score,repeatability_score,dangerousness_score,diversity_score,quality_flags
slv1_7faf61a9f08f21be,7faf61a9f08f21beae8abdf2abf2af886824c0e5c56128891e44848a789853bb,gmm_critical_20260813_0004,gmm_critical_20260813_0004,gmm,critical,critical,85.42566666666666,0.012662279942147121,True,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9987337720057853,0.8542566666666666,0.20869914691788247,carla_version_not_recorded;collision_observed;historical_runtime_paths;low_relative_diversity;realism_not_assessed
slv1_8243682bebcc4a6b,8243682bebcc4a6b33d5926e50d7a968486229148dcf6db9b13a9b75592f6082,lhs_low_20260813_0077,lhs_low_20260813_0077,lhs,low,low,24.584666666666667,0.4786902269039276,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9521309773096073,0.24584666666666666,0.7030207061857257,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_867466ca065e2827,867466ca065e2827c752cbf8b2e0da2bf0c392aeb1244892db4e742f0241a787,cvae_critical_20260816_0217,cvae_critical_20260816_0217,cvae,critical,high,61.16766666666667,0.02482606157515348,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9975173938424846,0.6116766666666666,0.14466073223970222,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_8718d62c391c9a8f,8718d62c391c9a8f19408e68e4206b6af876ae0a6a7cc16cfb43be8d0fa8555a,cvae_high_20260813_0043,cvae_high_20260813_0043,cvae,high,medium,40.77,0.775626843269367,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9224373156730633,0.4077,0.39484459764360663,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_883d996d33a65a8a,883d996d33a65a8aeb5a5ad599da4e6709965eaa878a172f00c9928ac6fd32bd,cvae_critical_20260817_0225,cvae_critical_20260817_0225,cvae,critical,critical,82.11333333333333,4.119394170667983,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.5880605829332017,0.8211333333333333,0.07129776056055238,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_8aa5d1977cea7d2d,8aa5d1977cea7d2d6fdac48a1340e31f07f437e6516fb5d37491e60daf17aeba,gmm_critical_20260818_0137,gmm_critical_20260818_0137,gmm,critical,critical,80.812,0.006928203230267567,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9993071796769732,0.80812,0.41565552715245474,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_8adb4345dc4b5228,8adb4345dc4b5228dced3016a78524866d1ae5d85ea685e2a469006dee8ebd03,cvae_high_20260817_0158,cvae_high_20260817_0158,cvae,high,high,50.605,0.0017320508075689429,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9998267949192431,0.50605,0.10166910991566913,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_92dc33177d2d152f,92dc33177d2d152f569206266b5c4216e24979a9f3ec57221dabee458ac03672,lhs_critical_20260813_0055,lhs_critical_20260813_0055,lhs,critical,high,50.272,0.31181244362597305,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9688187556374027,0.50272,0.5554185316087978,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_95e924ccafbd99f4,95e924ccafbd99f4685e9b37f6a55daa1632a742e209ac2160372d214cad6591,lhs_critical_20260813_0036,lhs_critical_20260813_0036,lhs,critical,high,52.37566666666667,0.04687572221665942,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9953124277783341,0.5237566666666666,0.3617264676657666,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_98f62985a779e4c1,98f62985a779e4c139c87ad4286c9ebca18a75d3c21ab887c0fa97bdeb818611,gmm_critical_20260813_0072,gmm_critical_20260813_0072,gmm,critical,medium,46.531000000000006,0.1163486140871474,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9883651385912853,0.46531000000000006,0.3382545420521398,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_9c60c9f768c4886d,9c60c9f768c4886d272292fc42d8148145d3f72ecb6f0a3634382b392f778e6f,gmm_critical_20260816_0112,gmm_critical_20260816_0112,gmm,critical,critical,85.76533333333333,0.012503332889005127,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9987496667110994,0.8576533333333333,0.2795612873786049,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_9ff9c7c74de57a14,9ff9c7c74de57a14f0700802fa1c97d63e7517265c367f2151e858eed97f16d6,gmm_critical_20260818_0193,gmm_critical_20260818_0193,gmm,critical,high,51.47266666666667,0.06278003929063107,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9937219960709369,0.5147266666666667,0.3398676528431241,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a084af20b0f45314,a084af20b0f45314edb9010512baa6fc33664ea75da49a42038c5cadddffadeb,gmm_critical_20260818_0113,gmm_critical_20260818_0113,gmm,critical,high,56.38,0.04648655719667802,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9953513442803322,0.5638000000000001,0.4538941637989044,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a11a7018ae4de7a8,a11a7018ae4de7a861055576a9f1b888bab7929272e353a1c9ad9253f9a966db,lhs_high_20260815_0058,lhs_high_20260815_0058,lhs,high,medium,48.720333333333336,0.2863849390825777,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9713615060917422,0.4872033333333334,0.42502199417660724,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a165c4fa0e85b553,a165c4fa0e85b553618b8df9fb3272198cccd1e19d94947d65dd9f5a015eb978,gmm_critical_20260816_0243,gmm_critical_20260816_0243,gmm,critical,critical,90.93266666666666,0.02797022226106349,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9972029777738937,0.9093266666666666,0.3299207892603419,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_a1dcda298bc91d41,a1dcda298bc91d4197177aac10b96d33a6691e41372aa68a7f956f520be1f1cc,lhs_critical_20260816_0144,lhs_critical_20260816_0144,lhs,critical,high,54.419333333333334,1.1581754328828313,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.8841824567117169,0.5441933333333333,0.38648761937595333,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a3a2a37c8e82fb6d,a3a2a37c8e82fb6d6ee3f8572e033123076fd6125463cad5cd159bf35a867417,cvae_critical_20260816_0144,cvae_critical_20260816_0144,cvae,critical,high,53.465,0.07101408311032256,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9928985916889678,0.5346500000000001,0.22424150704434515,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a4f02ab38200c58c,a4f02ab38200c58c6967e6c45f0ce15fcd84ca9dcc4243a47b76fca89e795a7b,cvae_critical_20260817_0115,cvae_critical_20260817_0115,cvae,critical,high,53.822,0.27208270801357465,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9727917291986425,0.53822,0.11464547142886325,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a6045c8f8cac0192,a6045c8f8cac0192b3e7cb8c053738df9024d43550210bc492ef84852a0e2a49,lhs_critical_20260816_0110,lhs_critical_20260816_0110,lhs,critical,high,51.937333333333335,0.030435724623102824,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9969564275376898,0.5193733333333334,0.4797578179976206,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a64f9ec9144cdad7,a64f9ec9144cdad70929123788a9d172ed40e56b091a60de0f57c7556f360fab,cvae_critical_20260816_0182,cvae_critical_20260816_0182,cvae,critical,high,53.26566666666667,0.03608785575970787,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9963912144240292,0.5326566666666667,0.08622510918070826,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a6d1a59ab5e0212d,a6d1a59ab5e0212d31ca7726568eee6e7f12a51d8a4b45649d1be58234362bf1,lhs_high_20260815_0093,lhs_high_20260815_0093,lhs,high,critical,80.819,0.010392304845413657,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9989607695154586,0.8081900000000001,0.5276051101907695,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_a765f485ddf98e38,a765f485ddf98e3889d4ec037c86c596ee9375d599b8e8c77eb17a3ba53694f7,cvae_high_20260815_0112,cvae_high_20260815_0112,cvae,high,medium,46.65933333333333,0.01123981020005765,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9988760189799942,0.4665933333333333,0.17998539241686862,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_aeae617a61a3b7a0,aeae617a61a3b7a0ea9a45cd7b5d37e08939623601a22553279e8f8ffc8a78df,lhs_critical_20260816_0224,lhs_critical_20260816_0224,lhs,critical,critical,86.47266666666667,0.001154700538384765,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9998845299461615,0.8647266666666666,0.3838734321306727,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_b3c3586c4c510c44,b3c3586c4c510c443a94b01fed2b724ad4cde675f747a6179527228a82f19bb6,gmm_critical_20260817_0094,gmm_critical_20260817_0094,gmm,critical,high,52.26733333333333,1.21651030958777,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.878348969041223,0.5226733333333333,0.3101772744190467,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_b46fb8cebd5db56c,b46fb8cebd5db56c9165603d104fbe8924a0e1d0c29223fb001a558a5a63c493,gmm_critical_20260816_0201,gmm_critical_20260816_0201,gmm,critical,high,55.99066666666666,0.023028967265888413,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9976971032734112,0.5599066666666667,0.3398676528431241,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_b8f17894eafe6bd6,b8f17894eafe6bd62b929c93b144208f059247073813acaa4f97b61a459ce6ab,lhs_critical_20260818_0046,lhs_critical_20260818_0046,lhs,critical,critical,90.919,4.666969359230888,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.5333030640769112,0.9091899999999999,0.43891762981199567,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_b977520a1d589b7d,b977520a1d589b7d831acc4832c75f7cb503fb607f7f0c6bd43e757eeaf7e0c1,cvae_critical_20260816_0206,cvae_critical_20260816_0206,cvae,critical,high,60.185,0.011532562594673492,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9988467437405326,0.60185,0.17603256670419973,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_be5421b22f7157f2,be5421b22f7157f2355702656aff06dad8d00e234a1e283e4ff6f430d5bb79af,cvae_high_20260815_0253,cvae_high_20260815_0253,cvae,high,critical,79.03766666666667,1.2352187390633858,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.8764781260936614,0.7903766666666666,0.10166910991566913,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_beb5b2d68324d3cd,beb5b2d68324d3cd52f119b141a79b8250dfe9d65550ed602c414301287c5868,lhs_high_20260816_0088,lhs_high_20260816_0088,lhs,high,medium,48.899,0.6741757930985055,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9325824206901494,0.48899000000000004,0.5202427425257417,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_beed49a31c6c9a4f,beed49a31c6c9a4f163cdcdc1d45f90e3e72568e467f031ff1f9d019ee4f00f3,cvae_critical_20260817_0185,cvae_critical_20260817_0185,cvae,critical,high,53.803666666666665,0.3517020519322172,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9648297948067783,0.5380366666666666,0.06794130493496946,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_bf2557bcbd0306f2,bf2557bcbd0306f29fdb56eb9bbee2135d72adab2a5456bc7f048d19b2338335,gmm_critical_20260817_0193,gmm_critical_20260817_0193,gmm,critical,high,65.25266666666667,0.012741009902409861,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.998725899009759,0.6525266666666667,0.3026546004449599,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_c2cb6c58c1738dd6,c2cb6c58c1738dd68b89a4ccd26890ffd37c64d03210668ee7584b3444476c45,lhs_critical_20260816_0057,lhs_critical_20260816_0057,lhs,critical,critical,81.09266666666667,0.0663350083540635,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9933664991645936,0.8109266666666667,0.33608109240534434,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_c425694faa554854,c425694faa5548549771eb9142274556b602e7f169d3d2fca74211b3b01555cc,cvae_medium_20260813_0082,cvae_medium_20260813_0082,cvae,medium,medium,28.422666666666668,1.1825702234257938,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.8817429776574206,0.2842266666666667,0.44301050299473427,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_c614384c1f69a8d3,c614384c1f69a8d3caa9c79f8f66b814ab9510e587830596edb3fc44108a9d6b,lhs_high_20260815_0155,lhs_high_20260815_0155,lhs,high,high,54.02700000000001,0.04330127018922357,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9956698729810777,0.54027,0.5162615098793487,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded
slv1_c6510fc19b95025a,c6510fc19b95025ab80f290549f289d97384138b5b3f9501628198a558dd1e86,cvae_critical_20260818_0125,cvae_critical_20260818_0125,cvae,critical,critical,82.86766666666666,0.18355471482185476,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9816445285178145,0.8286766666666666,0.07129776056055238,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_c9952445c8f7aa65,c9952445c8f7aa6584a78fc7f51db4fbb0faf8c71dda0e20b2c9a6acb7ae5da8,gmm_high_20260815_0227,gmm_high_20260815_0227,gmm,high,critical,80.22566666666667,0.02193931022921208,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9978060689770788,0.8022566666666667,0.5514515554180816,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_cd080502d1fa96fa,cd080502d1fa96fa3a2d8202d9799475cd0a07552e03b731399967ab208d6eac,cvae_critical_20260816_0044,cvae_critical_20260816_0044,cvae,critical,critical,81.95433333333334,0.0898906743401867,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9910109325659814,0.8195433333333334,0.06794130493496946,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_d05befda7ae36327,d05befda7ae363270b94576b5c63c1d8f8dd3da33590856c36df5ec545522761,lhs_critical_20260817_0098,lhs_critical_20260817_0098,lhs,critical,high,51.65566666666666,0.02968725877094958,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.997031274122905,0.5165566666666667,0.3299207892603419,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_d1efa5a7063ca20d,d1efa5a7063ca20d45f57cf3085022e3278bdf99c700bfe378e4ed4574121e46,gmm_high_20260816_0074,gmm_high_20260816_0074,gmm,high,high,52.19833333333333,0.07480864477674373,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9925191355223256,0.5219833333333334,0.535298889523055,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded
slv1_d302b66e034b9893,d302b66e034b9893ae58a5aad51525aa5805aaf9e3b6cfa87c61f9ea9e8644f3,lhs_critical_20260816_0211,lhs_critical_20260816_0211,lhs,critical,high,57.157333333333334,0.03317127271199048,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.996682872728801,0.5715733333333334,0.31659499057380325,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_d3d651ef39694a0b,d3d651ef39694a0bf9955d5601557faa235830ce2fef8b2979b5cde8d94d68ef,cvae_medium_20260813_0103,cvae_medium_20260813_0103,cvae,medium,medium,27.532333333333337,0.1868618027670016,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9813138197232998,0.27532333333333336,0.6914748008480317,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_d42d81b9694d4204,d42d81b9694d42048212e218fc68cba62bfeafbc8961268f920551e8158b2703,lhs_critical_20260818_0210,lhs_critical_20260818_0210,lhs,critical,critical,79.96766666666667,0.05472050194701597,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9945279498052984,0.7996766666666667,0.4279822401343747,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_d807c4c8a79a2a4b,d807c4c8a79a2a4b116e2e4e3445ae9b9990454576e2abf450f6f28e73ca2071,gmm_medium_20260813_0102,gmm_medium_20260813_0102,gmm,medium,medium,33.226,0.8911436472309061,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9108856352769094,0.33226,0.6175257185789885,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_d8914911e9583351,d8914911e9583351a2f7b6101d32429a82834fa7c65910047b12f1d116e0834a,cvae_critical_20260816_0183,cvae_critical_20260816_0183,cvae,critical,critical,80.068,1.2985472652160177,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.8701452734783982,0.80068,0.10288697646056132,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_d94c4993994d47d7,d94c4993994d47d7659c761b43e417bc091916be9321023f9ca3e22a08e46f8e,cvae_high_20260817_0111,cvae_high_20260817_0111,cvae,high,critical,77.438,0.22259604668546631,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9777403953314534,0.7743800000000001,0.11664942917412369,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_da82ffac8c0f5c33,da82ffac8c0f5c33fdf11ab2d2d8d68003a7098e41e5bbaa9ab4fede67bbf9fb,cvae_critical_20260813_0046,cvae_critical_20260813_0046,cvae,critical,high,53.062333333333335,0.08220300075625882,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9917796999243741,0.5306233333333333,0.19960864471599318,carla_version_not_recorded;historical_runtime_paths;low_relative_diversity;realism_not_assessed;target_condition_mismatch
slv1_dbd1036eb777d7fd,dbd1036eb777d7fd2bf0fff93574cfe375e17d110c00e793fa2ba41d6acf7375,lhs_critical_20260816_0228,lhs_critical_20260816_0228,lhs,critical,high,53.001666666666665,0.3649114047729017,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9635088595227098,0.5300166666666667,0.5352343097113261,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_dc515da2788a5948,dc515da2788a5948c2e097c6f537efdb4275d89264a966a51d3b05949c5b6947,gmm_critical_20260816_0073,gmm_critical_20260816_0073,gmm,critical,critical,85.651,1.1643843867039774,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.8835615613296023,0.85651,0.3026546004449599,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_e125951b6fa6ede8,e125951b6fa6ede8b596045da98d4e2518d6a3e6c54f99de1b48925f1e83b9c0,cvae_high_20260816_0129,cvae_high_20260816_0129,cvae,high,medium,49.75733333333333,0.06706216021970486,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9932937839780295,0.49757333333333326,0.1710883362798583,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_e3aaa77389ef894e,e3aaa77389ef894e6967f24d97c148cae24037e561b2dff55da56f9081fa9a08,gmm_low_20260813_0072,gmm_low_20260813_0072,gmm,low,medium,24.93733333333333,0.47055322051106496,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9529446779488935,0.2493733333333333,0.8656231465563807,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_e46ba6c1e90a0ddf,e46ba6c1e90a0ddfc46c6e59ca3c27d865ead471663d4141661757c17a56899d,lhs_critical_20260817_0211,lhs_critical_20260817_0211,lhs,critical,critical,85.34566666666666,0.042524502740573886,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9957475497259426,0.8534566666666666,0.2829567189598461,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_f210a97b822bc6e7,f210a97b822bc6e7d6a757e90c0e56fa1746ff81084a91af5ce64fabd6d6bc84,gmm_critical_20260816_0068,gmm_critical_20260816_0068,gmm,critical,high,50.669999999999995,0.3143437608733446,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9685656239126655,0.5066999999999999,0.3101772744190467,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_f744e1269c3081e3,f744e1269c3081e3a52b38180a2fe02991d2d1057d7da41e66702afceb2b466f,cvae_critical_20260816_0062,cvae_critical_20260816_0062,cvae,critical,high,53.853,0.014798648586949303,False,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9985201351413051,0.5385300000000001,0.057497550586431564,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_f84d9161b43e77ba,f84d9161b43e77baae6f9527c9ea39d194bf2056689732d484b6d33ded2c946a,gmm_critical_20260816_0078,gmm_critical_20260816_0078,gmm,critical,critical,85.48733333333332,0.009451631252507246,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9990548368747493,0.8548733333333333,0.378196630556966,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_fa2f78460efc8740,fa2f78460efc87404d191e9d2d7d7eb35062118a17c2243a2da93fcb8a63ae06,gmm_medium_20260813_0010,gmm_medium_20260813_0010,gmm,medium,medium,28.83366666666667,0.364308019858654,False,strictly_accepted,direct_run_evidence,run_level,unknown,3,3,silver,partial,1.0,0.7777777777777778,0.9635691980141345,0.2883366666666667,0.7312304673042475,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_fc6c03f4f03089f0,fc6c03f4f03089f0346d8091739da50c6c2b36c4307a9fa33e6eeb15a5960c4b,gmm_critical_20260816_0159,gmm_critical_20260816_0159,gmm,critical,critical,82.008,0.02499999999999858,True,strictly_accepted,inherited_batch_acceptance,aggregate,unknown,3,3,bronze,partial,1.0,0.6666666666666666,0.9975000000000002,0.8200799999999999,0.38531862992830535,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
