sample_id,generator,target_risk_level,generator_target_cell,source_path,feature_01_weather_cloudiness,feature_02_weather_precipitation,feature_03_weather_precipitation_deposits,feature_04_weather_wind_intensity,feature_05_weather_fog_density,feature_06_weather_fog_distance,feature_07_weather_sun_altitude_angle,feature_08_weather_wetness,feature_09_lead_vehicle_initial_distance_m,feature_10_lead_vehicle_brake_trigger_seconds,feature_11_lead_vehicle_brake_intensity,feature_12_pedestrian_forward_distance_m,feature_13_pedestrian_roadside_offset_m,feature_14_pedestrian_trigger_seconds,feature_15_pedestrian_speed_mps,predicted_risk_mean,predicted_risk_std,predicted_risk_min,predicted_risk_max,robust_predicted_risk_score,bootstrap_top_k_frequency,nearest_observed_distance,nearest_collision_distance,nearest_non_collision_distance,collision_distance_margin,collision_affinity,collision_boundary_balance,collision_boundary_score,stable_high_score_base,high_uncertainty_base,collision_boundary_base
lhs_high_20260815_0217,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9852923076923077,0.7533749999999999,0.7302125,0.8757052631578947,0.6536235294117648,0.14750877192982456,0.17253999999999997,0.8918285714285714,0.2687941176470588,0.22374999999999995,0.94,0.203962962962963,0.45924999999999994,0.4563157894736842,0.573,51.40914788338128,3.1728034563934986,45.9871687624659,61.21531068891288,49.82274615518453,0.16,0.12400275766226267,0.1381870523356487,0.12400275766226267,-0.014184294673386041,0.2708090557477836,0.6024506464322341,0.4039171829657104,0.5457356770833333,0.5245768229166666,0.5511718750000001
lhs_high_20260815_0218,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9411538461538461,0.8749,0.754175,0.6513157894736842,0.8399058823529412,0.0953157894736842,0.37848,0.9588857142857142,0.25411764705882356,0.14722222222222223,0.9377777777777777,0.21329629629629632,0.3779999999999999,0.4250877192982456,0.6563333333333333,52.4575822062657,2.5978254830294873,46.975231882716045,58.325594780423295,51.15866946475096,0.24,0.11029904472777229,0.13481786750821004,0.11029904472777229,-0.024518822780437752,0.27957324796616656,0.4164612256301024,0.3412204822418758,0.6091471354166667,0.36376953125,0.40859375
lhs_high_20260815_0219,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8908307692307692,0.932675,0.7056875,0.5404421052631578,0.7784705882352941,0.10535087719298247,0.19119999999999998,0.6613857142857142,0.4536764705882353,0.3434722222222222,0.8422222222222223,0.15866666666666662,0.34725000000000006,0.3356140350877193,0.559,46.73548297503606,2.0208768670862094,43.209064093915394,51.945900429453246,45.72504454149295,0.0,0.0884099322861051,0.13495984262462182,0.0884099322861051,-0.04654991033851673,0.2791982700104833,0.1895605543945181,0.23005429543735448,0.19964192708333334,0.14029947916666666,0.15305989583333335
lhs_high_20260815_0220,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9723384615384615,0.895125,0.7353,0.6111894736842105,0.8647058823529412,0.15571929824561404,0.2518,0.7002285714285715,0.24149999999999996,0.1719444444444445,0.828888888888889,0.23911111111111108,0.3687499999999999,0.41684210526315796,0.5365000000000001,51.6458794627119,3.0234872863142495,45.391449296536734,59.35703748280415,50.13413581955478,0.16,0.10009333314179097,0.13141765339748843,0.10009333314179097,-0.03132432025569745,0.28870575022524564,0.3265749497136873,0.30705710521312146,0.55166015625,0.4835611979166667,0.37460937499999997
lhs_high_20260815_0221,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9884615384615385,0.959125,0.9801875000000001,0.6601263157894737,0.7355176470588236,0.19326315789473683,0.28976,0.9074857142857143,0.4810588235294118,0.3633333333333334,0.9577777777777777,0.39266666666666666,0.46625000000000005,0.13526315789473686,0.38850000000000007,52.948304709259226,2.977264963632559,48.26151792207793,59.275224006493445,51.459672227442944,0.34,0.11392159523035139,0.1173159046974263,0.11392159523035139,-0.0033943094670749047,0.3298763425936095,0.8857988020803917,0.5405590338751913,0.6384765625,0.48828125,0.7317057291666667
lhs_high_20260815_0222,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8042615384615385,0.76045,0.8017625,0.583578947368421,0.8962117647058824,0.14173684210526316,0.41772,0.8755428571428571,0.4627941176470588,0.18750000000000006,0.7911111111111111,0.5585185185185184,0.22324999999999995,0.3878947368421053,0.39833333333333326,46.0354784140957,1.648027382597448,43.25207281084656,50.11986663756614,45.211464722796975,0.0,0.11825767705638518,0.16652088297738762,0.11825767705638518,-0.048263205921002444,0.2071746513650679,0.17830563924617196,0.19219887785117593,0.16181640625,0.06559244791666667,0.09225260416666667
lhs_high_20260815_0223,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9280461538461537,0.8202125,0.8944000000000001,0.6284947368421052,0.806705882352941,0.1805438596491228,0.58556,0.8518571428571428,0.26449999999999996,0.35402777777777783,0.691111111111111,0.5154444444444445,0.5587500000000001,0.2701754385964912,0.41616666666666663,46.404752760750334,1.8501711731476622,42.516102261904734,49.56955715388006,45.479667174176505,0.0,0.11072214010898475,0.1361856411546079,0.11072214010898475,-0.025463501045623158,0.2759815945131928,0.40264033370718233,0.33334864828259353,0.18369140625,0.10595703125,0.3152994791666667
lhs_high_20260815_0224,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8468307692307692,0.8438000000000001,0.8071875000000001,0.7394631578947368,0.7196941176470589,0.2092982456140351,0.46984000000000004,0.7225857142857143,0.40779411764705875,0.2722222222222222,0.7622222222222222,0.22288888888888891,0.49550000000000005,0.43719298245614036,0.556,45.474739645282945,2.2111006063310312,41.81425754629634,51.255286308641914,44.36918934211743,0.0,0.0843541069630125,0.13290035121123625,0.0843541069630125,-0.04854624424822375,0.28468731216187787,0.17651172356044145,0.22416656339758276,0.10485026041666667,0.15169270833333334,0.14733072916666665
lhs_high_20260815_0225,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.738353846153846,0.90255,0.8385125,0.5418421052631579,0.8948352941176472,0.07557894736842105,0.53474,0.8919428571428573,0.2141764705882353,0.4054166666666667,0.9355555555555555,0.1601481481481482,0.23449999999999993,0.45929824561403515,0.5126666666666666,50.16812747320334,3.3094380010908377,43.573324720618885,56.20849104365078,48.51340847265792,0.06,0.09459021777201183,0.16093163012345804,0.09459021777201183,-0.06634141235144621,0.21841561995515585,0.09346951490461096,0.1428817764615148,0.45126953125,0.5478515625,0.19309895833333335
lhs_high_20260815_0226,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7707230769230768,0.9270125,0.6494249999999999,0.8635684210526315,0.8169058823529411,0.07975438596491229,0.32489999999999997,0.7635714285714286,0.3777941176470588,0.1825,0.72,0.604,0.6315,0.14385964912280702,0.5966666666666667,52.4259653041542,4.68925427952436,44.34632419576713,62.10719753924158,50.081338164392015,0.42,0.11643319950501627,0.1319986670343784,0.11643319950501627,-0.015565467529362137,0.28712436050026685,0.5734448841782371,0.40577086594755163,0.6007812499999999,0.8142903645833334,0.6325520833333333
lhs_high_20260815_0227,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9614461538461538,0.9274625000000001,0.7273125,0.6621368421052632,0.7349411764705882,0.17401754385964913,0.42286,0.8805000000000001,0.4771764705882353,0.33902777777777776,0.848888888888889,0.4791481481481482,0.3420000000000001,0.27614035087719296,0.44316666666666665,46.621167992959734,2.499745542413793,42.87533663007053,55.406795374338614,45.37129522175284,0.0,0.082680221797272,0.11925486182618071,0.082680221797272,-0.036574640028908714,0.3238848573044291,0.2707202574828372,0.29611178964074875,0.17685546875,0.2571614583333333,0.28606770833333334
lhs_high_20260815_0228,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7581692307692308,0.943325,0.848225,0.708442105263158,0.8456352941176472,0.1701578947368421,0.28712,0.6920285714285713,0.3905,0.15819444444444447,0.94,0.49466666666666675,0.27325,0.412280701754386,0.5916666666666667,49.38522252918788,3.0160296762221197,44.49117037301587,59.0560328721339,47.87720769107682,0.04,0.10219146338651695,0.13319734322935364,0.10219146338651695,-0.03100587984283669,0.2838891471710609,0.3303114877254376,0.30622189103847364,0.4054036458333333,0.4580078125,0.36236979166666666
lhs_high_20260815_0229,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7969384615384616,0.8118624999999999,0.8525874999999999,0.789821052631579,0.6868117647058825,0.12301754385964914,0.49532,0.7883428571428571,0.21847058823529414,0.23666666666666664,0.8266666666666668,0.43511111111111117,0.27649999999999997,0.3712280701754385,0.5539999999999999,49.4093989736771,2.283534172413669,45.04529117460318,55.585403860670134,48.267631887470266,0.02,0.09156018244852236,0.13085435172045326,0.09156018244852236,-0.0392941692719309,0.2902472470427718,0.24565493636078917,0.26702185116800153,0.3919596354166667,0.24137369791666669,0.24446614583333331
lhs_high_20260815_0230,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8496307692307692,0.7750625,0.6612,0.7630842105263157,0.6665529411764706,0.12535087719298244,0.59876,0.8722857142857143,0.43832352941176467,0.43624999999999997,0.7555555555555555,0.20651851851851855,0.57125,0.14842105263157893,0.3678333333333333,46.06996757942278,3.7330424027020497,38.76115661375658,55.994127530864155,44.20344637807175,0.0,0.11160504236235981,0.14950847030766162,0.11160504236235981,-0.03790342794530181,0.24332251262142582,0.2581687955682504,0.2506357516758411,0.09710286458333334,0.5706380208333334,0.29453125
lhs_high_20260815_0231,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.807676923076923,0.986375,0.8867,0.6672842105263157,0.7463176470588235,0.07563157894736842,0.41850000000000004,0.8487714285714286,0.49170588235294116,0.2401388888888889,0.9244444444444444,0.29737037037037034,0.2722500000000001,0.3133333333333333,0.6086666666666667,46.62067605645741,1.9043744220868022,43.597012104497324,53.504008076719565,45.66848884541401,0.0,0.0744476892707474,0.1399401735484266,0.0744476892707474,-0.06549248427767922,0.2663579222560232,0.09634776796499384,0.160196726836603,0.19508463541666665,0.11783854166666666,0.08528645833333334
lhs_high_20260815_0232,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8666615384615385,0.960375,0.63635,0.7906421052631579,0.7442117647058824,0.23050877192982455,0.21368,0.8554857142857143,0.3089411764705883,0.4345833333333334,0.9733333333333333,0.5362962962962962,0.45875,0.13491228070175437,0.6226666666666666,53.743930806873486,5.5073783806951955,45.078728858465574,65.44634570899457,50.990241616525886,0.56,0.07316456568418382,0.07316456568418382,0.12372628525289586,0.05056171956871204,0.5007461833607474,0.16424877899565193,0.28678728912512075,0.634765625,0.8779296875,0.4513671875
lhs_high_20260815_0233,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8985076923076925,0.9120250000000001,0.9025874999999999,0.8120105263157895,0.8965529411764706,0.14189473684210524,0.28937999999999997,0.8762142857142856,0.48323529411764704,0.2969444444444444,0.8733333333333332,0.5115925925925926,0.5762499999999999,0.39666666666666667,0.42049999999999993,46.9056295779373,2.2861171410960224,42.32432119576717,52.54243489947084,45.76257100738928,0.0,0.11709728911103272,0.11709728911103272,0.12434886453751061,0.007251575426477891,0.3305587919754664,0.7717686039515159,0.505088999490986,0.20192057291666665,0.20458984375,0.6042317708333333
lhs_high_20260815_0234,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8694461538461538,0.9260875000000001,0.9032125000000001,0.8571894736842106,0.8254,0.14180701754385966,0.5176999999999999,0.6888142857142857,0.4118529411764706,0.3461111111111111,0.8977777777777777,0.5663333333333332,0.22150000000000003,0.43912280701754386,0.645,49.0521174397739,2.4291937896348967,44.661779899470915,57.989242861551936,47.837520544956455,0.02,0.10295735379012527,0.1510980619183981,0.10295735379012527,-0.04814070812827284,0.23969341915629805,0.1790876804145707,0.20718624097014465,0.37418619791666663,0.2740885416666667,0.1693359375
lhs_high_20260815_0235,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9583076923076924,0.93765,0.923325,0.7928947368421053,0.8399764705882352,0.19057894736842104,0.39664,0.7671714285714285,0.4284411764705882,0.3012500000000001,0.8111111111111111,0.2812592592592593,0.2629999999999999,0.4456140350877193,0.49416666666666664,50.95947200392494,2.504457199999322,47.20070231132752,58.455801870370294,49.707243403925276,0.16,0.0882229351296204,0.13912605961580946,0.0882229351296204,-0.050903124486189055,0.2684157659417517,0.1622575937492767,0.20869234846078494,0.5430013020833333,0.3216145833333333,0.18815104166666666
lhs_high_20260815_0236,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7295538461538462,0.969125,0.904075,0.7316842105263158,0.7500470588235295,0.08282456140350877,0.20381999999999997,0.6437571428571429,0.20782352941176468,0.2648611111111111,0.8355555555555556,0.3109259259259259,0.3732500000000001,0.4014035087719299,0.5583333333333332,48.63866915153264,2.4612076644013188,44.05306876851852,54.32674205687828,47.40806531933198,0.0,0.11155397544211393,0.11522309297207337,0.11155397544211393,-0.003669117529959437,0.33646768406260225,0.8771447400858658,0.5432594769393209,0.2825846354166667,0.27783203125,0.6729817708333332
lhs_high_20260815_0237,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8090615384615384,0.80515,0.7032375,0.6098947368421053,0.8706823529411765,0.21224561403508774,0.22314,0.8393285714285714,0.35050000000000003,0.14083333333333337,0.931111111111111,0.23959259259259263,0.44799999999999995,0.4389473684210526,0.41816666666666674,47.54779914592511,2.3240054594648294,44.339668572751364,53.31214597089946,46.3857964161927,0.0,0.10476031982134772,0.13509305230871874,0.10476031982134772,-0.03033273248737102,0.27884690023378256,0.3383514138325069,0.30716159092066236,0.23746744791666666,0.22574869791666669,0.299609375
lhs_high_20260815_0238,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9951692307692309,0.7635125,0.7498374999999999,0.5792105263157895,0.7029294117647058,0.17180701754385963,0.53862,0.7515571428571428,0.3825294117647059,0.17430555555555555,0.9644444444444444,0.3863703703703703,0.56525,0.44368421052631574,0.5085000000000001,48.31968881496548,3.390661446715466,43.72031338756608,56.627609646825306,46.624358091607746,0.08,0.10196120813139516,0.15432808724813302,0.10196120813139516,-0.05236687911673786,0.2324850393059915,0.15399050008921925,0.1892101674487696,0.3901692708333333,0.54345703125,0.2236328125
lhs_high_20260815_0239,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8651384615384614,0.8298125000000001,0.8593624999999999,0.6251473684210526,0.7675529411764707,0.09468421052631579,0.55736,0.6508428571428571,0.3592941176470589,0.21111111111111117,0.8822222222222221,0.3434814814814815,0.60025,0.2657894736842105,0.5886666666666667,46.04971578470015,1.9654852763778805,42.77726525264554,51.2748526335979,45.06697314651121,0.0,0.08571944818798247,0.1327535989496597,0.08571944818798247,-0.047034150761677246,0.2850825363393095,0.186309356647055,0.2304637584018091,0.15224609374999998,0.11572265625,0.1453125
lhs_high_20260815_0240,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8906153846153846,0.9436875,0.759625,0.7736315789473684,0.8848705882352941,0.06245614035087719,0.43635999999999997,0.8309,0.23967647058823532,0.23888888888888885,0.8222222222222223,0.17914814814814814,0.5914999999999999,0.14631578947368418,0.4164999999999999,54.68556062504806,5.300446478366516,46.92301931373249,68.57410242768961,52.03533738586481,0.54,0.1136546219709141,0.11697524383653402,0.1136546219709141,-0.003320621865619919,0.3309403930084654,0.8881338021660012,0.5421432924356061,0.6840169270833334,0.8876953125,0.8440104166666667
lhs_high_20260815_0241,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7922461538461538,0.8286125,0.856475,0.5577473684210525,0.7966588235294116,0.09771929824561404,0.31832,0.7949714285714286,0.4204705882352941,0.3597222222222222,0.76,0.6049259259259259,0.41625,0.13438596491228066,0.4868333333333334,49.646069578548946,3.606762164170862,44.219561661375614,59.23873506790124,47.842688496463516,0.02,0.1169336691083719,0.1169336691083719,0.12032780674500912,0.0033941376366372206,0.3310704859839309,0.8858042398666006,0.5415382167301418,0.3746419270833333,0.6056315104166666,0.7588541666666666
lhs_high_20260815_0242,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9752461538461539,0.992475,0.6714375,0.8657368421052632,0.7479058823529412,0.15208771929824563,0.58604,0.9732571428571428,0.313,0.3934722222222222,0.8733333333333332,0.6554814814814814,0.41900000000000004,0.21368421052631573,0.6481666666666667,52.82733382451976,2.4293820833144335,47.70098244552665,58.08896695238091,51.612642782862544,0.4,0.13152584633898395,0.14387015306811182,0.13152584633898395,-0.012344306729127869,0.25664381756676585,0.6433837389668411,0.406350167871049,0.6529622395833333,0.31575520833333337,0.5017578125
lhs_high_20260815_0243,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9078923076923078,0.918175,0.7955875000000001,0.7701263157894738,0.7565529411764707,0.18805263157894736,0.50578,0.9957714285714285,0.47064705882352936,0.2777777777777778,0.9555555555555555,0.5764444444444444,0.5515000000000001,0.30543859649122806,0.513,48.896256596274625,2.601957235809951,44.793017835978866,57.4021667671957,47.59527797836965,0.0,0.11014043110252969,0.13142048553282257,0.11014043110252969,-0.021280054430292877,0.28869802069811173,0.46754795634469676,0.36739647464035513,0.29306640625,0.3274739583333333,0.43209635416666664
lhs_high_20260815_0244,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8957846153846154,0.7689999999999999,0.6881625,0.7371473684210526,0.7090705882352941,0.17526315789473684,0.55148,0.6946714285714285,0.22694117647058826,0.26402777777777775,0.7644444444444445,0.4208518518518518,0.3267500000000001,0.3189473684210526,0.5103333333333334,48.023897690568226,2.066937944549392,43.29662018386247,52.181689783068684,46.99042871829353,0.0,0.09223536578479577,0.13358094430981346,0.09223536578479577,-0.04134557852501769,0.2828615315378924,0.228295079643671,0.2541178779042787,0.2652669270833333,0.17220052083333331,0.2001953125
lhs_high_20260815_0245,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8036153846153846,0.9032375,0.8132125,0.7141263157894737,0.868235294117647,0.09719298245614033,0.4653,0.9876571428571428,0.454,0.43930555555555556,0.7733333333333333,0.4846296296296297,0.28400000000000003,0.4412280701754387,0.41533333333333333,47.927720886078234,2.458859334083425,42.93499546825394,54.68855049206348,46.69829121903652,0.0,0.10906203969780237,0.14467152432858174,0.10906203969780237,-0.03560948463077937,0.25470690566106857,0.2802178302541228,0.2671580364785723,0.2538736979166667,0.2669270833333333,0.24895833333333334
lhs_high_20260815_0246,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9932000000000001,0.8031625,0.966225,0.5466421052631578,0.7254352941176472,0.14466666666666667,0.17737999999999998,0.6683714285714286,0.35608823529411765,0.42652777777777784,0.9888888888888889,0.4700740740740741,0.6027499999999999,0.16315789473684209,0.4851666666666666,52.954000448557764,3.45459196205764,45.72489216798941,61.006808059964584,51.22670446752895,0.36,0.11087946283792265,0.11087946283792265,0.1183257553474718,0.00744629250954916,0.35057136752974183,0.7664184402808073,0.5183477218135085,0.6317382812499999,0.6111653645833334,0.7376302083333334
lhs_high_20260815_0247,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9557384615384616,0.90665,0.682425,0.7421052631578947,0.6742117647058824,0.25226315789473686,0.53188,0.786042857142857,0.3874705882352941,0.24041666666666664,0.9422222222222222,0.34314814814814815,0.28925,0.27964912280701754,0.46433333333333326,47.80915661178529,2.214074828947791,44.399590916907094,55.68133677116395,46.7021191973114,0.0,0.08189940459077318,0.1351477530925542,0.08189940459077318,-0.05324834850178102,0.27870274301659825,0.14921667574877842,0.20392914660490016,0.2543294270833333,0.20068359375,0.14498697916666667
lhs_high_20260815_0248,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9036769230769232,0.766025,0.72675,0.7278315789473685,0.9030470588235294,0.11292982456140349,0.40406,0.6668428571428572,0.32402941176470584,0.33916666666666667,0.7533333333333333,0.37833333333333335,0.649,0.36192982456140343,0.4583333333333333,46.688176910537095,1.9371870949814352,43.125941588624364,50.8242555925925,45.719583363046375,0.0,0.08595128032692548,0.11225670092640656,0.08595128032692548,-0.026305420599481086,0.3460366455712156,0.390709840658262,0.3676954210390022,0.19873046875,0.12451171875,0.3738932291666666
lhs_high_20260815_0249,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9002307692307693,0.9254374999999999,0.7298625,0.6648631578947369,0.8784235294117647,0.25514035087719295,0.5991,0.7603142857142856,0.42167647058823526,0.41763888888888895,0.9777777777777777,0.22181481481481485,0.558,0.34929824561403505,0.4080000000000001,46.794101543471996,3.117493421597553,42.300548796296255,55.074069547618976,45.23535483267322,0.0,0.09988162203043277,0.131900253317744,0.09988162203043277,-0.03201863128731122,0.2873916100707107,0.318573893229285,0.3025813346881444,0.16409505208333333,0.4466145833333333,0.34661458333333334
lhs_high_20260815_0250,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7502923076923078,0.8912625000000001,0.64085,0.8232631578947368,0.7017058823529412,0.06933333333333333,0.3723,0.7280142857142857,0.24658823529411766,0.303888888888889,0.7466666666666667,0.6652962962962964,0.30000000000000004,0.4470175438596491,0.3875,47.40634050402183,2.8505475779214025,41.51414709126986,55.52745335714278,45.981066715061125,0.0,0.08759654395899961,0.14975894314977237,0.08759654395899961,-0.06216239919077275,0.2427470486028702,0.10852007532513912,0.162305046130238,0.21650390625,0.3766276041666667,0.158203125
lhs_high_20260815_0251,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.9208153846153845,0.8975,0.7153124999999999,0.5877789473684211,0.7716352941176471,0.062157894736842106,0.5283599999999999,0.8076428571428571,0.44747058823529406,0.20277777777777778,0.7511111111111111,0.2768518518518519,0.66225,0.38912280701754387,0.37316666666666665,43.76009720276573,1.1340154548145702,41.600535500000014,48.02844273941794,43.19308947535844,0.0,0.08676576277335946,0.16256996574979482,0.08676576277335946,-0.07580420297643536,0.21505888492223477,0.06665744438352111,0.1197300115296325,0.06292317708333334,0.007161458333333333,0.019921875
lhs_high_20260815_0252,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7919692307692306,0.8747999999999999,0.6393000000000001,0.8835999999999999,0.7835058823529412,0.24478947368421053,0.55052,0.8745999999999999,0.25655882352941173,0.2751388888888889,0.848888888888889,0.46799999999999997,0.685,0.21122807017543857,0.395,50.787256219151715,4.155551979806461,43.61054903659614,58.914112820987576,48.709480229248484,0.24,0.10997175788746323,0.12559043776140583,0.10997175788746323,-0.015618679873942595,0.3050559387055272,0.572355761147647,0.417852275320372,0.5362304687499999,0.7159830729166666,0.6251953124999999
lhs_high_20260815_0253,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8348,0.7585000000000001,0.8172375000000001,0.8064526315789473,0.7389764705882353,0.11536842105263159,0.50232,0.8865571428571428,0.2699705882352941,0.26819444444444446,0.8222222222222223,0.36200000000000004,0.59375,0.23473684210526313,0.5303333333333334,50.73710753288103,3.076861814733278,44.890627097883616,56.205462585097045,49.198676625514395,0.14,0.10139514784552559,0.10889252305709618,0.10139514784552559,-0.007497375211570595,0.357218519336613,0.7650210130967795,0.5227615838600109,0.52138671875,0.4949544270833333,0.7074869791666666
lhs_high_20260815_0254,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.8491846153846154,0.8434625,0.6958875000000001,0.7597473684210526,0.8831882352941176,0.15256140350877193,0.45856,0.6912857142857143,0.38023529411764706,0.3209722222222222,0.768888888888889,0.6562962962962963,0.4684999999999999,0.45561403508771936,0.5365000000000001,47.1637647722286,2.472136173067272,43.089517448412714,53.583213884920575,45.92769668569497,0.02,0.10380349220987359,0.1347452054368237,0.10380349220987359,-0.030941713226950107,0.2797653543769187,0.3310695699489233,0.30433829131440987,0.28440755208333335,0.2566731770833333,0.29921875
lhs_high_20260815_0255,lhs,high,lhs__high,/home/zhaozirong/software/output/carla-0.9.16/feedback_candidate_scoring_v1/20260815_214410/candidate_pools/lhs_high.jsonl,0.7442461538461539,0.94535,0.81555,0.6979789473684211,0.8613176470588235,0.12842105263157896,0.16527999999999998,0.8920428571428571,0.3073235294117648,0.4227777777777778,0.7977777777777778,0.5482222222222222,0.42799999999999994,0.3475438596491228,0.4008333333333334,48.534425972924446,2.9220857727574594,44.084392779100526,58.63244962433854,47.07338308654572,0.02,0.09525282696152926,0.09525282696152926,0.11718678443139408,0.021933957469864818,0.4063803620435707,0.456751974610667,0.430830631230416,0.3427408854166667,0.4189453125,0.5632161458333333
